"Player","Team","GamesPlayed","Minutes","Points","ThreesMade","Season"
"Shai Gilgeous-Alexander","OKC","76","34.2","32.7","2.1","2024-25"
"Giannis Antetokounmpo","MIL","67","34.2","30.4","0.2","2024-25"
"Nikola Jokić","DEN","70","36.7","29.6","2","2024-25"
"Anthony Edwards","MIN","79","36.3","27.6","4.1","2024-25"
"Jayson Tatum","BOS","72","36.4","26.8","3.5","2024-25"
"Kevin Durant","PHX","62","36.5","26.6","2.6","2024-25"
"Cade Cunningham","DET","70","35","26.1","2.1","2024-25"
"Jalen Brunson","NYK","65","35.4","26","2.3","2024-25"
"Devin Booker","PHX","75","37.3","25.6","2.4","2024-25"
"Damian Lillard","MIL","58","36.1","24.9","3.4","2024-25"
"Stephen Curry","GSW","70","32.2","24.5","4.4","2024-25"
"Karl-Anthony Towns","NYK","72","35","24.4","2","2024-25"
"LeBron James","LAL","70","34.9","24.4","2.1","2024-25"
"Trae Young","ATL","76","36","24.2","2.9","2024-25"
"Franz Wagner","ORL","60","33.7","24.2","1.7","2024-25"
"Donovan Mitchell","CLE","71","31.4","24","3.3","2024-25"
"Tyler Herro","MIA","77","35.4","23.9","3.3","2024-25"
"De'Aaron Fox","SAS","62","36.1","23.5","1.9","2024-25"
"Zach LaVine","SAC","74","35.2","23.3","3.2","2024-25"
"James Harden","LAC","79","35.3","22.8","3","2024-25"
"DeMar DeRozan","SAC","77","35.9","22.2","1.1","2024-25"
"Jaylen Brown","BOS","63","34.3","22.2","1.8","2024-25"
"Jaren Jackson Jr.","MEM","74","29.8","22.2","2","2024-25"
"Norman Powell","LAC","60","32.6","21.8","3","2024-25"
"Jalen Williams","OKC","69","32.4","21.6","1.8","2024-25"
"Jamal Murray","DEN","67","36.1","21.4","2.3","2024-25"
"RJ Barrett","TOR","58","32.2","21.1","1.8","2024-25"
"Jalen Green","HOU","82","32.9","21","2.9","2024-25"
"Darius Garland","CLE","75","30.7","20.6","2.8","2024-25"
"Jordan Poole","WAS","68","29.4","20.5","3.5","2024-25"
"Coby White","CHI","74","33.1","20.4","2.9","2024-25"
"Miles Bridges","CHA","64","31.7","20.3","2.2","2024-25"
"Pascal Siakam","IND","78","32.7","20.2","1.6","2024-25"
"Austin Reaves","LAL","73","34.9","20.2","2.7","2024-25"
"Scottie Barnes","TOR","65","32.8","19.3","1.2","2024-25"
"Anfernee Simons","POR","70","32.7","19.3","3.1","2024-25"
"Desmond Bane","ORL","69","32","19.2","2.4","2024-25"
"Domantas Sabonis","SAC","70","34.7","19.1","0.9","2024-25"
"Alperen Sengun","HOU","76","31.5","19.1","0.3","2024-25"
"Julius Randle","MIN","69","32.3","18.7","1.6","2024-25"
"Tyrese Haliburton","IND","73","33.6","18.6","3","2024-25"
"Shaedon Sharpe","POR","72","31.3","18.5","2","2024-25"
"Evan Mobley","CLE","71","30.5","18.5","1.2","2024-25"
"Nikola Vučević","CHI","73","31.2","18.5","1.8","2024-25"
"Collin Sexton","UTA","63","27.9","18.4","1.7","2024-25"
"Michael Porter Jr.","DEN","77","33.7","18.2","2.5","2024-25"
"Bam Adebayo","MIA","78","34.3","18.1","1","2024-25"
"OG Anunoby","NYK","74","36.6","18","2.3","2024-25"
"Andrew Wiggins","MIA","60","30.7","18","2.2","2024-25"
"Mikal Bridges","NYK","82","37","17.6","2","2024-25"
"Malik Monk","SAC","65","31.6","17.2","2.1","2024-25"
"De'Andre Hunter","CLE","64","27.2","17","2.5","2024-25"
"Deni Avdija","POR","72","30","16.9","1.7","2024-25"
"Keyonte George","UTA","67","31.5","16.8","2.6","2024-25"
"Ivica Zubac","LAC","80","32.8","16.8","0","2024-25"
"Derrick White","BOS","76","33.9","16.4","3.5","2024-25"
"Malik Beasley","DET","82","27.8","16.3","3.9","2024-25"
"Devin Vassell","SAS","64","31","16.3","2.5","2024-25"
"Bennedict Mathurin","IND","72","29.8","16.1","1.4","2024-25"
"Myles Turner","IND","72","30.2","15.6","2.2","2024-25"
"Christian Braun","DEN","79","33.9","15.4","1.1","2024-25"
"Kelly Oubre Jr.","PHI","60","34.6","15.1","1.2","2024-25"
"Kyle Kuzma","MIL","65","29.8","14.8","1.5","2024-25"
"Stephon Castle","SAS","81","26.7","14.7","1.2","2024-25"
"Josh Giddey","CHI","70","30.2","14.6","1.5","2024-25"
"Quentin Grimes","PHI","75","26.8","14.6","2.2","2024-25"
"Payton Pritchard","BOS","80","28.4","14.3","3.2","2024-25"
"Naz Reid","MIN","80","27.5","14.2","2.2","2024-25"
"Dyson Daniels","ATL","76","33.8","14.1","1.1","2024-25"
"Fred VanVleet","HOU","60","35.2","14.1","2.7","2024-25"
"Amen Thompson","HOU","69","32.2","14.1","0.4","2024-25"
"Dillon Brooks","HOU","75","31.8","14","2.5","2024-25"
"Klay Thompson","DAL","72","27.3","14","3","2024-25"
"Tobias Harris","DET","73","31.6","13.7","1.2","2024-25"
"Josh Hart","NYK","77","37.6","13.6","1.1","2024-25"
"Jarrett Allen","CLE","82","28","13.5","0","2024-25"
"Onyeka Okongwu","ATL","74","27.9","13.4","0.6","2024-25"
"Russell Westbrook","DEN","75","27.9","13.3","1.3","2024-25"
"Naji Marshall","DAL","69","27.8","13.2","0.9","2024-25"
"Rui Hachimura","LAL","59","31.7","13.1","1.7","2024-25"
"Dennis Schröder","DET","75","28.1","13.1","1.7","2024-25"
"Brook Lopez","MIL","80","31.8","13","1.7","2024-25"
"Alex Sarr","WAS","67","27.1","13","1.6","2024-25"
"Keldon Johnson","SAS","77","23.9","12.7","1.1","2024-25"
"Scoot Henderson","POR","66","26.7","12.7","1.6","2024-25"
"D'Angelo Russell","BKN","58","25.5","12.6","1.9","2024-25"
"Zaccharie Risacher","ATL","75","24.6","12.6","1.6","2024-25"
"Ty Jerome","CLE","70","19.9","12.5","1.6","2024-25"
"Santi Aldama","MEM","65","25.5","12.5","1.8","2024-25"
"Keegan Murray","SAC","76","34.3","12.4","2","2024-25"
"Harrison Barnes","SAS","82","27.2","12.3","1.9","2024-25"
"Bilal Coulibaly","WAS","59","33","12.3","1.1","2024-25"
"Jaden McDaniels","MIN","82","31.9","12.2","1.2","2024-25"
"Caris LeVert","ATL","64","24.9","12.1","1.7","2024-25"
"Rudy Gobert","MIN","72","33.2","12","0","2024-25"
"Aaron Wiggins","OKC","76","22.9","12","1.7","2024-25"
"Jalen Duren","DET","78","26.1","11.8","0","2024-25"
"Brandin Podziemski","GSW","64","26.8","11.7","1.8","2024-25"
"Donte DiVincenzo","MIN","62","25.9","11.7","2.8","2024-25"
"Corey Kispert","WAS","61","26.3","11.6","2","2024-25"
"Toumani Camara","POR","78","32.7","11.3","1.7","2024-25"
"Gary Trent Jr.","MIL","74","25.6","11.1","2.4","2024-25"
"Buddy Hield","GSW","82","22.7","11.1","2.5","2024-25"
"Jrue Holiday","BOS","62","30.6","11.1","1.7","2024-25"
"Walker Kessler","UTA","58","30","11.1","0.1","2024-25"
"Duncan Robinson","MIA","74","24.1","11","2.6","2024-25"
"Spencer Dinwiddie","DAL","79","27","11","1.4","2024-25"
"Guerschon Yabusele","PHI","70","27.1","11","1.5","2024-25"
"Tim Hardaway Jr.","DET","77","28","11","2.2","2024-25"
"Brice Sensabaugh","UTA","71","20.2","10.9","2.2","2024-25"
"Grayson Allen","PHX","64","24.1","10.6","2.3","2024-25"
"Keon Johnson","BKN","79","24.4","10.6","1.6","2024-25"
"Terry Rozier","MIA","64","25.9","10.6","1.4","2024-25"
"Obi Toppin","IND","79","19.6","10.5","1.4","2024-25"
"Ochai Agbaji","TOR","64","27.2","10.4","1.6","2024-25"
"Jaylen Wells","MEM","79","25.9","10.4","1.7","2024-25"
"Jonas Valančiūnas","SAC","81","18.8","10.4","0.1","2024-25"
"Nic Claxton","BKN","70","26.9","10.3","0.1","2024-25"
"Kevin Porter Jr.","MIL","75","19.8","10.3","0.7","2024-25"
"Tyus Jones","PHX","81","26.8","10.2","2","2024-25"
"Isaiah Joe","OKC","74","21.7","10.2","2.6","2024-25"
"Derrick Jones Jr.","LAC","77","24.3","10.1","1","2024-25"
"Luguentz Dort","OKC","71","29.2","10.1","2.4","2024-25"
"Ausar Thompson","DET","59","22.5","10.1","0.2","2024-25"
"Andrew Nembhard","IND","65","28.9","10","0.8","2024-25"
"Ziaire Williams","BKN","63","24.5","10","1.6","2024-25"
"Julian Champagnie","SAS","82","23.6","9.9","2.2","2024-25"
"Georges Niang","ATL","79","21.5","9.9","2.1","2024-25"
"Kevin Huerter","CHI","69","24.3","9.9","1.9","2024-25"
"Scotty Pippen Jr.","MEM","79","21.3","9.9","1.1","2024-25"
"Nick Smith Jr.","CHA","60","22.8","9.9","1.7","2024-25"
"Bub Carrington","WAS","82","30","9.8","1.7","2024-25"
"Moses Moody","GSW","74","22.3","9.8","1.7","2024-25"
"Amir Coffey","LAC","72","24.3","9.7","1.4","2024-25"
"Max Christie","DAL","78","27.3","9.6","1.5","2024-25"
"Kyle Filipowski","UTA","72","21.1","9.6","1.1","2024-25"
"Miles McBride","NYK","64","24.9","9.5","1.8","2024-25"
"Jalen Wilson","BKN","79","25.7","9.5","1.5","2024-25"
"Anthony Black","ORL","78","24.2","9.4","0.8","2024-25"
"Nickeil Alexander-Walker","MIN","82","25.3","9.4","1.7","2024-25"
"Cole Anthony","MEM","67","18.4","9.4","1.1","2024-25"
"Kel'el Ware","MIA","64","22.2","9.3","0.5","2024-25"
"Zach Edey","MEM","66","21.5","9.2","0.3","2024-25"
"T.J. McConnell","IND","79","17.9","9.1","0.2","2024-25"
"Yves Missi","NOP","73","26.8","9.1","0","2024-25"
"Wendell Carter Jr.","ORL","68","25.9","9.1","0.5","2024-25"
"Royce O'Neale","PHX","75","24.5","9.1","2.4","2024-25"
"Dalton Knecht","LAL","78","19.2","9.1","1.6","2024-25"
"Julian Strawther","DEN","65","21.3","9","1.4","2024-25"
"Jared Butler","PHI","60","17.4","9","1","2024-25"
"Draymond Green","GSW","68","29.2","9","1.2","2024-25"
"Patrick Williams","CHI","63","25","9","1.5","2024-25"
"Al Horford","BOS","60","27.7","9","1.9","2024-25"
"Johnny Juzang","UTA","64","19.8","8.9","1.8","2024-25"
"Luke Kennard","MEM","65","22.6","8.9","1.7","2024-25"
"Chris Paul","SAS","82","28","8.8","1.7","2024-25"
"Justin Champagnie","WAS","62","21.6","8.8","1.2","2024-25"
"Kentavious Caldwell-Pope","MEM","77","29.6","8.7","1.5","2024-25"
"Tyrese Martin","BKN","60","21.9","8.7","1.7","2024-25"
"Dorian Finney-Smith","LAL","63","28.9","8.7","2","2024-25"
"Kyshawn George","WAS","68","26.5","8.7","1.7","2024-25"
"Isaiah Collier","UTA","71","25.9","8.7","0.6","2024-25"
"Jaime Jaquez Jr.","MIA","66","20.7","8.6","0.6","2024-25"
"Matas Buzelis","CHI","80","18.9","8.6","1.2","2024-25"
"Sam Hauser","BOS","71","21.7","8.5","2.3","2024-25"
"Cason Wallace","OKC","68","27.6","8.4","1.1","2024-25"
"Brandon Clarke","MEM","64","18.9","8.3","0","2024-25"
"Dalano Banton","POR","67","16.7","8.3","1.1","2024-25"
"Keon Ellis","SAC","80","24.4","8.3","1.7","2024-25"
"Taurean Prince","MIL","80","27.1","8.2","1.8","2024-25"
"Mike Conley","MIN","71","24.7","8.2","1.8","2024-25"
"Jalen Smith","CHI","64","15","8.2","1.1","2024-25"
"Peyton Watson","DEN","68","24.4","8.1","0.7","2024-25"
"Davion Mitchell","MIA","74","27.4","7.9","1.1","2024-25"
"Terance Mann","ATL","67","21.1","7.7","0.9","2024-25"
"Josh Green","CHA","68","27.8","7.4","1.4","2024-25"
"AJ Green","MIL","73","22.7","7.4","2.1","2024-25"
"Ricky Council IV","PHI","73","17.1","7.3","0.8","2024-25"
"Tristan da Silva","ORL","74","22","7.2","1.1","2024-25"
"Goga Bitadze","ORL","70","20.4","7.2","0","2024-25"
"Sam Merrill","CLE","71","19.7","7.2","1.9","2024-25"
"Jamal Shead","TOR","75","19.6","7.1","1","2024-25"
"Jamison Battle","TOR","59","17.7","7.1","1.8","2024-25"
"Cameron Payne","NYK","72","15.1","6.9","1.3","2024-25"
"Jake LaRavia","SAC","66","20.4","6.9","0.9","2024-25"
"Ryan Dunn","PHX","74","19.1","6.9","1.1","2024-25"
"Jay Huff","MEM","64","11.7","6.9","1.3","2024-25"
"Trayce Jackson-Davis","GSW","62","15.6","6.6","0","2024-25"
"Trey Lyles","SAC","69","19.6","6.5","1.2","2024-25"
"Talen Horton-Tucker","CHI","58","12.5","6.5","0.7","2024-25"
"Seth Curry","CHA","68","15.6","6.5","1.2","2024-25"
"Donovan Clingan","POR","67","19.8","6.5","0.2","2024-25"
"Thomas Bryant","IND","66","14.6","6.5","0.7","2024-25"
"Haywood Highsmith","MIA","74","24.6","6.5","1.2","2024-25"
"Gary Payton II","GSW","62","15","6.5","0.5","2024-25"
"Ronald Holland II","DET","81","15.6","6.4","0.4","2024-25"
"Kris Dunn","LAC","74","24.1","6.4","1","2024-25"
"Gabe Vincent","LAL","72","21.2","6.4","1.5","2024-25"
"Zach Collins","CHI","64","15.3","6.4","0.5","2024-25"
"Jeremiah Robinson-Earl","NOP","66","18.8","6.3","0.8","2024-25"
"Kenrich Williams","OKC","69","16.4","6.3","1","2024-25"
"Sandro Mamukelashvili","SAS","61","11.2","6.3","1","2024-25"
"Jonathan Mogbo","TOR","63","20.4","6.2","0.3","2024-25"
"Jarace Walker","IND","75","15.8","6.1","1","2024-25"
"Isaiah Stewart","DET","72","19.9","6","0.2","2024-25"
"Luke Kornet","BOS","73","18.6","6","0","2024-25"
"Simone Fontecchio","DET","75","16.5","5.9","1","2024-25"
"Tidjane Salaün","CHA","60","20.7","5.9","1","2024-25"
"Kyle Anderson","MIA","61","16.4","5.9","0.4","2024-25"
"Adem Bona","PHI","58","15.6","5.8","0","2024-25"
"Moussa Diabaté","CHA","71","17.5","5.7","0","2024-25"
"Aaron Holiday","HOU","62","12.8","5.5","1.2","2024-25"
"Dean Wade","CLE","59","21.2","5.4","1.4","2024-25"
"Jonathan Isaac","ORL","71","15.4","5.4","0.5","2024-25"
"Ben Sheppard","IND","63","19.5","5.3","1.1","2024-25"
"Jabari Walker","POR","60","12.5","5.2","0.5","2024-25"
"Javonte Green","CLE","68","18.5","5.1","0.7","2024-25"
"Neemias Queta","BOS","62","13.9","5","0","2024-25"
"Julian Phillips","CHI","79","14.2","4.6","0.6","2024-25"
"Drew Eubanks","LAC","61","12.2","4.6","0","2024-25"
"Kevon Looney","GSW","76","15","4.5","0","2024-25"
"Mason Plumlee","PHX","74","17.6","4.5","0","2024-25"
"Dalen Terry","CHI","73","13.5","4.5","0.5","2024-25"
"Jett Howard","ORL","60","11.7","4.5","0.9","2024-25"
"Oso Ighodaro","PHX","61","17.1","4.2","0","2024-25"
"Kris Murray","POR","69","15.1","4.2","0.4","2024-25"
"Caleb Houstan","ORL","58","13.6","4.1","1.1","2024-25"
"Nicolas Batum","LAC","78","17.5","4","1.1","2024-25"
"Steven Adams","HOU","58","13.7","3.9","0","2024-25"
"Blake Wesley","SAS","58","11.8","3.7","0.3","2024-25"
"Andre Jackson Jr.","MIL","67","14.6","3.4","0.4","2024-25"
"Luka Dončić","DAL","70","37.5","33.9","4.1","2023-24"
"Giannis Antetokounmpo","MIL","73","35.2","30.4","0.5","2023-24"
"Shai Gilgeous-Alexander","OKC","75","34","30.1","1.3","2023-24"
"Jalen Brunson","NYK","77","35.4","28.7","2.7","2023-24"
"Kevin Durant","PHX","75","37.2","27.1","2.2","2023-24"
"Devin Booker","PHX","68","36","27.1","2.2","2023-24"
"Jayson Tatum","BOS","74","35.7","26.9","3.1","2023-24"
"De'Aaron Fox","SAC","74","35.9","26.6","2.9","2023-24"
"Stephen Curry","GSW","74","32.7","26.4","4.8","2023-24"
"Nikola Jokić","DEN","79","34.6","26.4","1.1","2023-24"
"Tyrese Maxey","PHI","70","37.5","25.9","3","2023-24"
"Anthony Edwards","MIN","79","35.1","25.9","2.4","2023-24"
"LeBron James","LAL","71","35.3","25.7","2.1","2023-24"
"Kyrie Irving","DAL","58","35","25.6","3","2023-24"
"Anthony Davis","LAL","76","35.5","24.7","0.4","2023-24"
"Damian Lillard","MIL","73","35.3","24.3","3","2023-24"
"DeMar DeRozan","CHI","79","37.8","24","0.9","2023-24"
"Kawhi Leonard","LAC","68","34.3","23.7","2.1","2023-24"
"Jaylen Brown","BOS","70","33.5","23","2.1","2023-24"
"Zion Williamson","NOP","70","31.5","22.9","0.1","2023-24"
"Cade Cunningham","DET","62","33.5","22.7","1.9","2023-24"
"Paul George","LAC","74","33.8","22.6","3.3","2023-24"
"Paolo Banchero","ORL","80","35","22.6","1.5","2023-24"
"Jaren Jackson Jr.","MEM","66","32.2","22.5","1.8","2023-24"
"Dejounte Murray","ATL","78","35.7","22.5","2.6","2023-24"
"Cam Thomas","BKN","66","31.4","22.5","2.2","2023-24"
"Kyle Kuzma","WAS","70","32.6","22.2","2.2","2023-24"
"Karl-Anthony Towns","MIN","62","32.7","21.8","2.2","2023-24"
"Pascal Siakam","IND","80","33.2","21.7","1.1","2023-24"
"Victor Wembanyama","SAS","71","29.7","21.4","1.8","2023-24"
"Jamal Murray","DEN","59","31.5","21.2","2.5","2023-24"
"Alperen Sengun","HOU","63","32.5","21.1","0.5","2023-24"
"Miles Bridges","CHA","69","37.4","21","2.3","2023-24"
"Brandon Ingram","NOP","64","32.9","20.8","1.3","2023-24"
"Jimmy Butler III","MIA","60","34","20.8","1","2023-24"
"RJ Barrett","TOR","58","31.7","20.2","1.6","2023-24"
"Tyrese Haliburton","IND","69","32.2","20.1","2.8","2023-24"
"CJ McCollum","NOP","66","32.7","20","3.6","2023-24"
"Scottie Barnes","TOR","60","34.9","19.9","1.7","2023-24"
"Terry Rozier","MIA","61","33.4","19.8","2.4","2023-24"
"Franz Wagner","ORL","72","32.5","19.7","1.3","2023-24"
"Jalen Green","HOU","82","31.7","19.6","2.5","2023-24"
"Mikal Bridges","BKN","82","34.8","19.6","2.7","2023-24"
"Devin Vassell","SAS","68","33.1","19.5","2.4","2023-24"
"Domantas Sabonis","SAC","82","35.7","19.4","0.4","2023-24"
"Bam Adebayo","MIA","71","34","19.3","0.2","2023-24"
"Coby White","CHI","79","36.5","19.1","2.6","2023-24"
"Jalen Williams","OKC","71","31.3","19.1","1.5","2023-24"
"Collin Sexton","UTA","78","26.6","18.7","1.6","2023-24"
"Nikola Vučević","CHI","76","34.3","18","1.2","2023-24"
"D'Angelo Russell","LAL","76","32.7","18","3","2023-24"
"Klay Thompson","GSW","77","29.7","17.9","3.5","2023-24"
"Fred VanVleet","HOU","73","36.8","17.4","3.1","2023-24"
"Jordan Poole","WAS","78","30.1","17.4","2.4","2023-24"
"Brandon Miller","CHA","74","32.2","17.3","2.5","2023-24"
"Tobias Harris","PHI","70","33.8","17.2","1.3","2023-24"
"Myles Turner","IND","77","27","17.1","1.5","2023-24"
"Immanuel Quickley","TOR","68","29.2","17","2.5","2023-24"
"Bogdan Bogdanović","ATL","79","30.4","16.9","3","2023-24"
"Michael Porter Jr.","DEN","81","31.7","16.7","2.7","2023-24"
"James Harden","LAC","72","34.3","16.6","2.6","2023-24"
"Chet Holmgren","OKC","82","29.4","16.5","1.6","2023-24"
"Jarrett Allen","CLE","77","31.7","16.5","0","2023-24"
"Jonathan Kuminga","GSW","74","26.3","16.1","0.7","2023-24"
"Austin Reaves","LAL","82","32.1","15.9","1.9","2023-24"
"Keldon Johnson","SAS","69","29.5","15.7","1.8","2023-24"
"Donte DiVincenzo","NYK","81","29.1","15.5","3.5","2023-24"
"Kelly Oubre Jr.","PHI","68","30.2","15.4","1.5","2023-24"
"Malik Monk","SAC","72","26","15.4","2.1","2023-24"
"Jaden Ivey","DET","77","28.8","15.4","1.6","2023-24"
"Keegan Murray","SAC","77","33.6","15.2","2.4","2023-24"
"Derrick White","BOS","73","32.6","15.2","2.7","2023-24"
"John Collins","UTA","68","28","15.1","1.3","2023-24"
"Deni Avdija","WAS","75","30.1","14.7","1.2","2023-24"
"Bennedict Mathurin","IND","59","26.1","14.5","1.4","2023-24"
"Tim Hardaway Jr.","DAL","79","26.8","14.4","2.7","2023-24"
"Dennis Schröder","BKN","80","31.1","14","1.7","2023-24"
"Caris LeVert","CLE","68","28.8","14","1.6","2023-24"
"Scoot Henderson","POR","62","28.5","14","1.4","2023-24"
"Rudy Gobert","MIN","76","34.1","14","0","2023-24"
"Norman Powell","LAC","76","26.2","13.9","2.2","2023-24"
"Aaron Gordon","DEN","73","31.5","13.9","0.5","2023-24"
"Jalen Duren","DET","61","29.1","13.8","0","2023-24"
"Bobby Portis","MIL","82","24.5","13.8","1.2","2023-24"
"Jabari Smith Jr.","HOU","76","31.9","13.7","1.8","2023-24"
"Gary Trent Jr.","TOR","71","28.1","13.7","2.5","2023-24"
"Saddiq Bey","ATL","63","32.7","13.7","1.8","2023-24"
"Rui Hachimura","LAL","68","26.8","13.6","1.4","2023-24"
"Grayson Allen","PHX","75","33.5","13.5","2.7","2023-24"
"Naz Reid","MIN","81","24.2","13.5","2.1","2023-24"
"Cameron Johnson","BKN","58","27.6","13.4","2.4","2023-24"
"Corey Kispert","WAS","80","25.8","13.4","2.3","2023-24"
"Andrew Wiggins","GSW","71","27","13.2","1.3","2023-24"
"Keyonte George","UTA","75","27","13","2","2023-24"
"Duncan Robinson","MIA","68","28","12.9","2.8","2023-24"
"P.J. Washington","DAL","73","30.4","12.9","1.8","2023-24"
"Dillon Brooks","HOU","72","30.9","12.7","1.8","2023-24"
"Jalen Suggs","ORL","75","27","12.6","2","2023-24"
"Brook Lopez","MIL","79","30.5","12.5","1.9","2023-24"
"Jrue Holiday","BOS","69","32.8","12.5","2","2023-24"
"Josh Giddey","OKC","80","25.2","12.3","1","2023-24"
"Jonas Valančiūnas","NOP","82","23.5","12.2","0.5","2023-24"
"Harrison Barnes","SAC","82","29","12.2","1.8","2023-24"
"Max Strus","CLE","70","32","12.2","2.4","2023-24"
"Aaron Nesmith","IND","72","27.7","12.2","1.9","2023-24"
"Ayo Dosunmu","CHI","76","29.1","12.2","1.6","2023-24"
"Buddy Hield","PHI","84","25.7","12.1","2.6","2023-24"
"Tyus Jones","WAS","66","29.3","12","1.6","2023-24"
"Jaime Jaquez Jr.","MIA","75","28.2","11.9","0.9","2023-24"
"Nic Claxton","BKN","71","29.8","11.8","0","2023-24"
"Ivica Zubac","LAC","68","26.4","11.7","0","2023-24"
"Jeremy Sochan","SAS","74","29.6","11.6","0.9","2023-24"
"Cole Anthony","ORL","81","22.4","11.6","1.1","2023-24"
"Clint Capela","ATL","73","25.8","11.5","0","2023-24"
"Mike Conley","MIN","76","28.9","11.4","2.4","2023-24"
"Malik Beasley","MIL","79","29.6","11.3","2.8","2023-24"
"Zach Collins","SAS","69","22.1","11.2","0.8","2023-24"
"Russell Westbrook","LAC","68","22.5","11.1","0.6","2023-24"
"Eric Gordon","PHX","68","27.8","11","2.2","2023-24"
"Herbert Jones","NOP","76","30.5","11","1.5","2023-24"
"Daniel Gafford","DAL","74","24.5","11","0","2023-24"
"Jusuf Nurkić","PHX","76","27.3","10.9","0.3","2023-24"
"Luguentz Dort","OKC","79","28.4","10.9","2","2023-24"
"Moritz Wagner","ORL","80","17.7","10.9","0.5","2023-24"
"Bruce Brown","TOR","67","27.8","10.8","0.8","2023-24"
"Santi Aldama","MEM","61","26.5","10.7","1.7","2023-24"
"Jaden McDaniels","MIN","72","29.2","10.5","1.2","2023-24"
"Simone Fontecchio","DET","66","24.9","10.5","2","2023-24"
"Spencer Dinwiddie","LAL","76","28.3","10.5","1.6","2023-24"
"Alec Burks","NYK","66","18.4","10.4","1.9","2023-24"
"Grant Williams","CHA","76","28","10.3","1.7","2023-24"
"Obi Toppin","IND","82","21.1","10.3","1.2","2023-24"
"T.J. McConnell","IND","71","18.2","10.2","0.3","2023-24"
"Kevin Huerter","SAC","64","24.4","10.2","1.9","2023-24"
"Reggie Jackson","DEN","82","22.2","10.2","1.2","2023-24"
"Kentavious Caldwell-Pope","DEN","76","31.6","10.1","1.6","2023-24"
"Alex Caruso","CHI","71","28.7","10.1","1.9","2023-24"
"Tre Jones","SAS","77","27.8","10","0.8","2023-24"
"Caleb Martin","MIA","64","27.5","10","1.3","2023-24"
"Jalen Smith","IND","61","17.2","9.9","1","2023-24"
"Kelly Olynyk","TOR","78","22.6","9.8","0.8","2023-24"
"Lonnie Walker IV","BKN","58","17.4","9.7","1.8","2023-24"
"Nick Richards","CHA","67","26.3","9.7","0","2023-24"
"Payton Pritchard","BOS","82","22.3","9.6","1.8","2023-24"
"Amen Thompson","HOU","62","22.4","9.5","0.1","2023-24"
"Josh Hart","NYK","81","33.4","9.4","1","2023-24"
"Isaac Okoro","CLE","69","27.3","9.4","1.2","2023-24"
"Georges Niang","CLE","82","22.3","9.4","1.8","2023-24"
"Brandin Podziemski","GSW","74","26.6","9.2","1.2","2023-24"
"Andrew Nembhard","IND","68","25","9.2","0.9","2023-24"
"Malaki Branham","SAS","75","21.3","9.2","1.2","2023-24"
"Chris Paul","GSW","58","26.4","9.2","1.3","2023-24"
"Duop Reath","POR","68","17.9","9.1","1.3","2023-24"
"Sam Hauser","BOS","79","22","9","2.5","2023-24"
"Taurean Prince","LAL","78","27","8.9","1.8","2023-24"
"Jabari Walker","POR","72","23.6","8.9","0.6","2023-24"
"Ausar Thompson","DET","63","25.1","8.8","0.3","2023-24"
"Terance Mann","LAC","75","25","8.8","0.9","2023-24"
"Al Horford","BOS","65","26.8","8.6","1.7","2023-24"
"Derrick Jones Jr.","DAL","76","23.5","8.6","1.1","2023-24"
"Dorian Finney-Smith","BKN","68","28.5","8.5","1.7","2023-24"
"Gradey Dick","TOR","60","21.1","8.5","1.5","2023-24"
"Bilal Coulibaly","WAS","63","27.2","8.4","1","2023-24"
"Andre Drummond","CHI","79","17.1","8.4","0","2023-24"
"Miles McBride","NYK","68","19.5","8.3","1.6","2023-24"
"Marcus Sasser","DET","71","19","8.3","1.3","2023-24"
"Isaiah Joe","OKC","78","18.5","8.2","1.9","2023-24"
"Kyle Lowry","PHI","60","28.2","8.1","1.6","2023-24"
"Walker Kessler","UTA","64","23.3","8.1","0.1","2023-24"
"Moses Moody","GSW","66","17.5","8.1","1.1","2023-24"
"Dario Šarić","GSW","64","17.2","8","1.2","2023-24"
"Nickeil Alexander-Walker","MIN","82","23.4","8","1.6","2023-24"
"Sam Merrill","CLE","61","17.5","8","2.3","2023-24"
"Trayce Jackson-Davis","GSW","68","16.6","7.9","0","2023-24"
"Jordan Hawkins","NOP","67","17.3","7.8","1.6","2023-24"
"Isaiah Hartenstein","NYK","75","25.3","7.8","0","2023-24"
"Royce O'Neale","PHX","79","24.7","7.7","2","2023-24"
"Precious Achiuwa","NYK","74","21.9","7.6","0.4","2023-24"
"Toumani Camara","POR","70","24.8","7.5","0.8","2023-24"
"Cameron Payne","PHI","78","16.7","7.4","1.3","2023-24"
"Christian Braun","DEN","82","20.2","7.3","0.8","2023-24"
"Paul Reed","PHI","82","19.4","7.3","0.3","2023-24"
"Jaden Hardy","DAL","73","13.5","7.3","1.1","2023-24"
"Trey Lyles","SAC","58","20","7.2","1.4","2023-24"
"James Wiseman","DET","63","17.3","7.1","0","2023-24"
"Naji Marshall","NOP","66","19","7.1","0.9","2023-24"
"Vasilije Micic","CHA","60","19.6","7","0.7","2023-24"
"Aaron Wiggins","OKC","78","15.7","6.9","0.8","2023-24"
"Trendon Watford","BKN","63","13.6","6.9","0.4","2023-24"
"Cason Wallace","OKC","82","20.6","6.8","1.2","2023-24"
"Julian Champagnie","SAS","74","19.8","6.8","1.4","2023-24"
"Day'Ron Sharpe","BKN","61","15.1","6.8","0.1","2023-24"
